compnumber,longname,shortname,status,countrycode,region,cik,mic,ticker,exchange,country
86198,Sequana,Sequana,Active,FRA,Europe,,8.1.2,SQAC F,NL,FRA
93698,Total Energy Services Inc,Total Energy Services Inc,Active,CAN,North America,,9.1.3,TOT,TSX,CAN
81235,Hindustan Unilever Ltd,Hindustan Unilever Ltd,Active,IND,Asia Pacific,1622439.0,1.7.1,HINL F,NBB,IND
111103,Intact Financial Corp,Intact Financial Corp,Active,CAN,North America,,5.2.1,IFC,TSX,CAN
14246,Vale SA,Vale SA,Active,BRA,Latin America,917851.0,8.2.2,VALE,NYS,BRA
131388,"Orascom Development Holding AG, Altdorf",Orascom Development Holding,Active,CHE,Europe,,5.3.2,,,CHE
120698,Nanoco Group Plc,Nanoco Group Plc,Active,GBR,Europe,,6.2.4,NNOC F,NBB,GBR
111953,Silicon Graphics International Corp,Silicon Graphics Internation,Active,USA,North America,1316625.0,6.2.1,SGI,NMS,USA
98569,Grupo De Inversiones Suramericana SA,Grupo De Inversiones Suramer,Active,COL,Latin America,,5.5.3,GIVP Y,NBB,COL
109771,Zhonglu Co Ltd,Zhonglu Co Ltd,Active,CHN,Asia Pacific,,1.6.1,600818,SHE,CHN
84220,Bollore SA,Bollore SA,Active,FRA,Europe,,7.4.4,BOIV F,NBB,FRA
108779,Ag Growth International Inc,Ag Growth International Inc,Active,CAN,North America,,7.2.1,AFN,TSX,CAN
127969,Duoyuan Global Water Inc,Duoyuan Global Water Inc,Active,VGB,Latin America,1465317.0,7.2.1,,NL,CHN
127896,GB Auto SAE,GB Auto SAE,Active,EGY,Middle East,,2.1.4,GBAX Y,NBB,EGY
128001,Genworth MI Canada Inc,Genworth MI Canada Inc,Active,CAN,North America,,5.2.1,MIC,TSX,CAN
80778,Metro Bancorp Inc (PA),Metro Bancorp Inc (PA),Active,USA,North America,1085706.0,5.1.1,METR,NMS,USA
71343,TietoEvry OYJ,TietoEvry OYJ,Active,FIN,Europe,,6.3.1,,NL,FIN
93804,Arlington Asset Investment Corp,Arlington Asset Investment C,Active,USA,North America,1209028.0,5.3.1,AAIC,NYS,USA
119348,Inpex Corp.,Inpex Corp.,Active,JPN,Asia Pacific,,9.1.1,IPXH Y,NBB,JPN
127973,Invesco Mortgage Capital Inc,Invesco Mortgage Capital Inc,Active,USA,North America,1437071.0,5.3.1,IVR,NYS,USA
128004,Capital Power Corp,Capital Power Corp,Active,CAN,North America,,3.1.1,CPX,TSX,CAN
97907,Centrotec Sustainable AG,Centrotec Sustainable AG,Active,DEU,Europe,,7.2.1,,NL,DEU
85927,Fountainhead Property Trust,Fountainhead Property Trust,Active,ZAF,Africa,,5.3.1,,NL,ZAF
14728,Man SE,Man SE,Active,DEU,Europe,1507337.0,7.5.4,MAGO Y,NBB,DEU
90881,TiVo Corp,TiVo Corp,Active,USA,North America,1675820.0,6.3.2,TIVO,NMS,USA
125115,Coltene Holding AG,Coltene Holding AG,Active,CHE,Europe,,4.3.1,CLHL F,NBB,CHE
128368,STR Holdings Inc.,STR Holdings Inc.,Active,USA,North America,1473597.0,6.2.4,STRI,NBB,USA
130688,COOKPAD Inc,COOKPAD Inc,Active,JPN,Asia Pacific,1666794.0,2.2.3,CPAD F,NBB,JPN
103471,CenterState Bank Corp,CenterState Bank Corp,Active,USA,North America,1102266.0,5.1.1,CSFL,NMS,USA
4370,Trane Technologies plc,Trane Technologies plc,Active,IRL,Europe,1466258.0,8.2.3,TT,NYS,IRL
103660,"Bellevue Group AG, Kuesnacht","Bellevue Group AG, Kuesnacht",Active,CHE,Europe,,5.5.1,,NL,CHE
106506,Isra Vision AG,Isra Vision AG,Active,DEU,Europe,,6.2.3,IRAV F,NBB,DEU
128039,Premium Brands Holdings Corp,Premium Brands Holdings Corp,Active,CAN,North America,1503812.0,1.2.1,PBH,TSX,CAN
112688,Decmil Group Ltd.,Decmil Group Ltd.,Active,AUS,Asia Pacific,,7.5.4,DCG,AUS,AUS
122656,Binhai Investment Co Ltd,Binhai Investment Co Ltd,Active,BMU,Latin America,,3.3.1,BINH F,NBB,HKG
101425,support.com Inc,support.com Inc,Active,USA,North America,1104855.0,6.3.2,SPRT,NAS,USA
132415,Monitise PLC,Monitise PLC,Active,GBR,Europe,1442324.0,0.0.0,MONI F,NBB,GBR
107379,Crescent Point Energy Corp,Crescent Point Energy Corp,Active,CAN,North America,1545851.0,9.1.1,CPG,NYS,CAN
133777,Newron Pharmaceuticals S.P.A.,Newron Pharmaceuticals S.P.A,Active,ITA,Europe,,4.1.2,NWPH F,NBB,ITA
129334,PT Indo Tambangraya Megah,PT Indo Tambangraya Megah,Active,IDN,Asia Pacific,,8.2.4,PTIZ F,NBB,IDN
101471,CHEIL Worldwide Inc,CHEIL Worldwide Inc,Active,KOR,Asia Pacific,,2.3.4,,KOR,KOR
80351,Wah Seong Corp Bhd,Wah Seong Corp Bhd,Active,MYS,Asia Pacific,,9.1.3,WASE F,NBB,MYS
47663,"Banco Latinoamericano de Comercio Exterior, S.A.",Banco Latinoamericano de Com,Active,PAN,Latin America,890541.0,5.1.1,BLX,NYS,PAN
103674,SINDOH Co Ltd,SINDOH Co Ltd,Active,KOR,Asia Pacific,,1.6.1,029530,KOR,KOR
102209,Red Electrica Corporacion SA,Red Electrica Corporacion SA,Active,ESP,Europe,,3.1.1,RDEI Y,NBB,ESP
124598,Exchange Income Corp,Exchange Income Corp,Active,CAN,North America,,7.4.4,EIF,TSX,CAN
92182,Blue Ridge Mountain Resources Inc,Blue Ridge Mountain Resource,Active,USA,North America,1335190.0,9.1.1,BRMR,NBB,USA
128044,Pennymac Mortgage Investment Trust,Pennymac Mortgage Investment Trust,Active,USA,North America,1464423.0,5.3.1,PMT,NYS,USA
108449,United Gene High-Tech Group Ltd.,United Gene High-Tech Group,Active,CYM,Latin America,,4.1.2,399,HSE,HKG
80925,Loudong General Nice Resources (China) Holdings Ltd,Loudong General Nice Resourc,Active,BMU,Latin America,,8.2.2,,NL,HKG
120652,Hollysys Automation Technologies Ltd,Hollysys Automation Technolo,Active,VGB,Latin America,1357450.0,6.2.3,HOLI,NMS,CHN
80544,AVIC International Holding (HK) Limited,AVIC International Holding (,Active,BMU,Latin America,,3.1.1,CAIO F,NBB,HKG
71488,Genting Malaysia Berhad,Genting Malaysia Berhad,Active,MYS,Asia Pacific,,2.2.1,GMAL F,NBB,MYS
75606,Informa Plc (Jersey),Informa Plc (Jersey),Active,GBR,Europe,1343894.0,2.3.4,IFJP Y,NBB,GBR
128088,Green Energy Technology Inc,Green Energy Technology Inc,Active,TWN,Asia Pacific,,7.3.1,,,TWN
128112,Impulsora del Desarrollo Empleo en America Latina SAB de CV,Impulsora del Desarrollo Emp,Active,MEX,North America,,7.5.4,IPSB F,NBB,MEX
128082,Starwood Property Trust Inc.,Starwood Property Trust Inc.,Active,USA,North America,1465128.0,5.3.1,STWD,NYS,USA
129935,Ferrexpo PLC,Ferrexpo PLC,Active,GBR,Europe,1577810.0,8.2.2,FEEX F,NBB,GBR
121644,Global Cord Blood Corp,Global Cord Blood Corp,Active,CYM,Latin America,1467808.0,4.2.2,CO,NYS,HKG
128054,Altisource Portfolio Solutions SA,Altisource Portfolio Solutio,Active,LUX,Europe,1462418.0,7.5.2,ASPS,NMS,LUX
120292,Cequence Energy Ltd.,Cequence Energy Ltd.,Active,CAN,North America,,9.1.1,CQE,TSX,CAN
128330,Two Harbors Investment Corp,Two Harbors Investment Corp,Active,USA,North America,1465740.0,5.3.1,TWO,NYS,USA
128077,"Mitsubishi Research Institute, Inc.",Mitsubishi Research Institut,Active,JPN,Asia Pacific,,7.5.2,3636,TOK,JPN
128362,Hyatt Hotels Corp,Hyatt Hotels Corp,Active,USA,North America,1468174.0,2.2.1,H,NYS,USA
76977,Genting Singapore Ltd,Genting Singapore Ltd,Active,GBR,Europe,,2.2.1,GIGN Y,NBB,SGP
90836,FIDEA Holdings Co. Ltd.,FIDEA Holdings Co. Ltd.,Active,JPN,Asia Pacific,,5.1.1,8713,TOK,JPN
104579,Accenture plc,Accenture plc,Active,IRL,Europe,1467373.0,7.5.2,ACN,NYS,IRL
119408,Growthpoint Properties Australia,Growthpoint Properties Austr,Active,AUS,Asia Pacific,,5.3.1,GRWP F,NBB,AUS
64022,Financiere de Tubize SA,Financiere de Tubize SA,Active,BEL,Europe,,5.6.3,,NL,BEL
50960,NGEx Resources Inc,NGEx Resources Inc,Active,CAN,North America,,8.2.1,NGQ,TSX,CAN
116536,Huanxi Media Group Ltd,Huanxi Media Group Ltd,Active,BMU,Latin America,,8.4.1,1003,HSE,HKG
118945,Kangaroo Resources Ltd.,Kangaroo Resources Ltd.,Active,AUS,Asia Pacific,,8.2.4,KRL,AUS,AUS
105240,"China Taiping Insurance Holding Co., Ltd.",China Taiping Insurance Hold,Active,HKG,Asia Pacific,,5.2.2,CINS F,NBB,HKG
13790,Itau Unibanco Holding S.A.,Itau Unibanco Holding S.A.,Active,BRA,Latin America,1132597.0,5.1.1,ITUB,NYS,BRA
116324,Thorn Group Ltd.,Thorn Group Ltd.,Active,AUS,Asia Pacific,,5.4.1,TGA,AUS,AUS
81032,Beijing Enterprises Water Group Ltd,Beijing Enterprises Water Gr,Active,BMU,Latin America,1578521.0,3.2.1,BJWT Y,NBB,HKG
96133,China Energine International (Holdings) Ltd,China Energine International,Active,CYM,Latin America,,6.1.2,1185,HSE,HKG
129907,Beazley Plc (UK),Beazley Plc (UK),Active,GBR,Europe,,5.2.1,BZLY F,NBB,GBR
128346,Cowen Inc,Cowen Inc,Active,USA,North America,1466538.0,5.5.1,COWN,NMS,USA
80974,CIAM Group Ltd,CIAM Group Ltd,Active,BMU,Latin America,,5.5.1,,NL,HKG
128357,Tasman Metals Ltd.,Tasman Metals Ltd.,Active,CAN,North America,1474547.0,8.2.3,TSM,TVX,CAN
102163,Ardent Leisure Group,Ardent Leisure Group,Active,AUS,Asia Pacific,,2.2.4,,NL,AUS
111399,CNNC International Ltd,CNNC International Ltd,Active,CYM,Latin America,,7.2.1,2302,HSE,HKG
133441,Kubanenergo,Kubanenergo,Active,RUS,Europe,,3.1.1,,,RUS
128241,"Senshu Ikeda Holdings, Inc.","Senshu Ikeda Holdings, Inc.",Active,JPN,Asia Pacific,,5.1.1,8714,TOK,JPN
128242,"MEGMILK SNOW BRAND Co., Ltd.","MEGMILK SNOW BRAND Co., Ltd.",Active,JPN,Asia Pacific,,1.2.1,2270,TOK,JPN
133633,Mobotix AG,Mobotix AG,Active,DEU,Europe,,6.2.3,,,DEU
128258,Verisk Analytics Inc,Verisk Analytics Inc,Active,USA,North America,1442145.0,7.5.2,VRSK,NMS,USA
129191,Metallurgical Corp China Ltd,Metallurgical Corp China Ltd,Active,CHN,Asia Pacific,,7.5.4,MLLU Y,NBB,CHN
129087,Solar Capital Ltd.,Solar Capital Ltd.,Active,USA,North America,1418076.0,5.5.1,SLRC,NMS,USA
96075,Pacific Andes Resources Development Ltd,Pacific Andes Resources Deve,Active,SGP,Asia Pacific,,1.2.1,,NL,HKG
128296,Addus HomeCare Corp,Addus HomeCare Corp,Active,USA,North America,1468328.0,4.2.2,ADUS,NMS,USA
106262,Fibrocell Science Inc,Fibrocell Science Inc,Active,USA,North America,357097.0,4.1.2,FCSC,NAS,USA
14586,FNM SPA,FNM SPA,Active,ITA,Europe,,7.4.3,,NL,ITA
128148,Carsales.com Ltd,Carsales.com Ltd,Active,AUS,Asia Pacific,,2.3.4,CSXX Y,NBB,AUS
128177,Mystate Ltd.,Mystate Ltd.,Active,AUS,Asia Pacific,,5.1.1,MYS,AUS,AUS
114125,C.P. All Public Co Ltd,CP All Public Co Ltd,Active,THA,Asia Pacific,1555198.0,2.1.2,CPPC Y,NBB,THA
84320,DONGBU HiTek Co Ltd,DONGBU HiTek Co Ltd,Active,KOR,Asia Pacific,,8.3.3,990,KOR,KOR
128197,Apollo Commercial Real Estate Finance Inc.,Apollo Commercial Real Estat,Active,USA,North America,1467760.0,5.3.1,ARI,NYS,USA
128246,Banco Santander Brasil SA,Banco Santander Brasil SA,Active,BRA,Latin America,1471055.0,5.1.1,BSBR,NYS,BRA
128266,Dollarama Inc,Dollarama Inc,Active,CAN,North America,,2.1.1,DOL,TSX,CAN
128220,Resolute Energy Corp,Resolute Energy Corp,Active,USA,North America,1469510.0,9.1.1,REN,NYS,USA
130058,"Yingde Gases Group Co., Ltd.","Yingde Gases Group Co., Ltd.",Active,CYM,Latin America,,3.3.1,YNGD F,NBB,HKG
129145,Ausnutria Dairy Corp Ltd.,Ausnutria Dairy Corp Ltd.,Active,CYM,Latin America,,1.2.2,AUDY F,NBB,HKG
128244,Education Management Corp,Education Management Corp,Active,USA,North America,880059.0,2.2.2,EDMC,NBB,USA
128216,Cineworld Group Plc,Cineworld Group Plc,Active,GBR,Europe,1472640.0,2.3.2,CNNW F,NBB,GBR
124121,Iridium Communications Inc,Iridium Communications Inc,Active,USA,North America,1418819.0,6.1.2,IRDM,NMS,USA
115372,Raptor Pharmaceuticals Corp.,Raptor Pharmaceuticals Corp.,Active,USA,North America,1070698.0,4.1.1,RPTP,NMS,USA
128549,"Northwest Bancshares, Inc. (MD)","Northwest Bancshares, Inc. (MD)",Active,USA,North America,1471265.0,5.1.1,NWBI,NMS,USA
129929,Hogg Robinson Group PLC,Hogg Robinson Group PLC,Active,GBR,Europe,,2.2.4,HRG,LON,GBR
129462,R1 RCM Inc,R1 RCM Inc,Active,USA,North America,1472595.0,7.5.2,RCM,NMS,USA
110934,Bellatrix Exploration Ltd,Bellatrix Exploration Ltd,Active,CAN,North America,1483405.0,9.1.1,BXEF F,NBB,CAN
128327,Cervus Equipment Corp,Cervus Equipment Corp,Active,CAN,North America,,2.1.3,CERV,TSX,CAN
66189,Gam Holding Ltd,Gam Holding Ltd,Active,CHE,Europe,1438848.0,5.5.2,GMHL Y,NBB,CHE
95469,Medipal Holdings Corp,Medipal Holdings Corp,Active,JPN,Asia Pacific,,4.1.1,MAHL Y,NBB,JPN
127601,Exillon Energy Plc,Exillon Energy Plc,Active,IMN,Europe,,9.1.1,,,GBR
85405,"Gakken Holdings Co., Ltd.","Gakken Holdings Co., Ltd.",Active,JPN,Asia Pacific,,2.3.3,9470,TOK,JPN
128343,Cenovus Energy Inc.,Cenovus Energy Inc.,Active,CAN,North America,1475260.0,9.1.1,CVE,NYS,CAN
57942,Sabina Gold & Silver Corp,Sabina Gold & Silver Corp,Active,CAN,North America,,8.2.1,SBB,TSX,CAN
128331,Algonquin Power & Utilities Corp,Algonquin Power & Utilities,Active,CAN,North America,1174169.0,3.2.1,AQN,NYS,CAN
70193,VTG AG,VTG AG,Active,DEU,Europe,,7.4.3,VTGB F,NBB,DEU
121815,Retail Opportunity Investments Corp,Retail Opportunity Investmen,Active,USA,North America,1407623.0,5.3.1,ROIC,NMS,USA
95488,Benesse Holdings Inc,Benesse Holdings Inc,Active,JPN,Asia Pacific,,2.2.2,BSEF Y,NBB,JPN
68797,TransAtlantic Petroleum Ltd,TransAtlantic Petroleum Ltd,Active,BMU,Latin America,1092289.0,9.1.1,TAT,ASE,USA
128334,Vitamin Shoppe Inc,Vitamin Shoppe Inc,Active,USA,North America,1360530.0,2.1.3,VSI,NYS,USA
129142,Anthera Pharmaceuticals Inc,Anthera Pharmaceuticals Inc,Active,USA,North America,1316175.0,4.1.2,ANTH,NMS,USA
111558,China Resources Microelectronics Ltd,China Resources Microelectro,Active,CYM,Latin America,,6.2.4,,NL,CHN
2516,Dollar General Corp,Dollar General Corp,Active,USA,North America,29534.0,2.1.1,DG,NYS,USA
122288,ARMOUR Residential REIT Inc.,ARMOUR Residential REIT Inc.,Active,USA,North America,1428205.0,5.3.1,ARR,NYS,USA
128662,Julius Baer Group Ltd,Julius Baer Gruppe AG,Active,CHE,Europe,1475011.0,5.1.1,JBAX Y,NBB,CHE
113043,Hengdeli Holdings Ltd.,Hengdeli Holdings Ltd.,Active,CYM,Latin America,1537340.0,2.1.3,HENG F,NBB,HKG
128415,Fortinet Inc,Fortinet Inc,Active,USA,North America,1262039.0,6.3.2,FTNT,NMS,USA
132084,Friendfinder Networks Inc,Friendfinder Networks Inc,Active,USA,North America,1451951.0,6.3.2,,NL,USA
100057,SK Broadband Co Ltd,SK Broadband Co Ltd,Active,KOR,Asia Pacific,,6.3.2,HANA Y,NL,KOR
128388,Parex Resources Inc,Parex Resources Inc,Active,CAN,North America,,9.1.1,PXT,TSX,CAN
130386,SemGroup Corp,SemGroup Corp,Active,USA,North America,1489136.0,9.1.3,SEMG,NYS,USA
130886,Bangkok Life Assurance Public Co Ltd,Bangkok Life Assurance Publi,Active,THA,Asia Pacific,,5.2.2,,NL,THA
128355,Myer Holdings Ltd,Myer Holdings Ltd,Active,AUS,Asia Pacific,1566975.0,2.1.1,MYR,AUS,AUS
49288,Pilgrims Pride Corp.,Pilgrims Pride Corp.,Active,USA,North America,802481.0,1.2.1,PPC,NMS,USA
14398,Equinor ASA,Equinor ASA,Active,NOR,Europe,1140625.0,9.1.2,EQNR,NYS,NOR
122405,Kennedy-Wilson Holdings Inc,Kennedy-Wilson Holdings Inc,Active,USA,North America,1408100.0,5.3.2,KW,NYS,USA
111132,Student Transportation Inc,Student Transportation Inc,Active,CAN,North America,1419465.0,7.4.5,STB,NMS,CAN
100275,Universal Entertainment Corp,Universal Entertainment Corp,Active,JPN,Asia Pacific,,1.6.1,UETM F,NBB,JPN
128416,Cloud Peak Energy Inc,Cloud Peak Energy Inc,Active,USA,North America,1441849.0,8.2.4,CLDP Q,NBB,USA
128603,Wynn Macau Ltd.,Wynn Macau Ltd.,Active,CYM,Latin America,,2.2.1,WYNM Y,NBB,MAC
96260,UGL Ltd.,UGL Ltd.,Active,AUS,Asia Pacific,,7.5.4,UGLL F,NBB,AUS
131447,"G J Steel Public Co., Ltd.","G J Steel Public Co., Ltd.",Active,THA,Asia Pacific,,8.2.2,,NL,THA
63424,Fibria Celulose SA,Fibria Celulose SA,Active,BRA,Latin America,1110649.0,8.1.2,FBR,NYS,BRA
130754,Maxis BHD,Maxis BHD,Active,MYS,Asia Pacific,,6.1.2,MAXS F,NBB,MYS
128390,Kathmandu Holdings Ltd,Kathmandu Holdings Ltd,Active,NZL,Asia Pacific,1533095.0,2.1.5,KTHU F,NBB,NZL
90465,West Corp,West Corp,Active,USA,North America,1024657.0,6.1.2,WSTC,NMS,USA
128512,Japan Drilling Co Ltd,Japan Drilling Co Ltd,Active,JPN,Asia Pacific,,9.1.3,,NL,JPN
130523,"Sinopharm Group Co., Ltd.","Sinopharm Group Co., Ltd.",Active,CHN,Asia Pacific,1556605.0,4.1.1,SHTD Y,NBB,CHN
128406,Matrix Composites & Engineering Ltd.,Matrix Composites & Engineer,Active,AUS,Asia Pacific,,9.1.3,MCE,AUS,AUS
131606,Ablynx NV,Ablynx NV,Active,BEL,Europe,1617582.0,4.1.2,ABLX,NMS,BEL
115266,Black Diamond Group Ltd,Black Diamond Group Ltd,Active,CAN,North America,,7.5.2,BDI,TSX,CAN
122272,Sorrento Therapeutics Inc,Sorrento Therapeutics Inc,Active,USA,North America,850261.0,4.1.2,SRNE,NAS,USA
69549,Zodiac Aerospace,Zodiac Aerospace,Active,FRA,Europe,,7.1.1,ZODF F,NBB,FRA
103258,AWE Ltd.,AWE Ltd.,Active,AUS,Asia Pacific,,9.1.1,AWWE F,NBB,AUS
53073,Cathedral Energy Services Ltd.,Cathedral Energy Services Lt,Active,CAN,North America,,9.1.1,CET,TSX,CAN
128481,Chesapeake Lodging Trust,Chesapeake Lodging Trust,Active,USA,North America,1473078.0,5.3.1,CHSP,NYS,USA
122634,National American University Holdings Inc.,National American University,Active,USA,North America,1399855.0,2.2.2,NAUH,NMS,USA
132816,PGE Polska Grupa Energetyczna SA,PGE Polska Grupa Energetyczn,Active,POL,Europe,1532584.0,3.1.1,PGPK Y,NBB,POL
128504,KAR Auction Services Inc.,Kar Auction Services Inc.,Active,USA,North America,1395942.0,2.1.4,KAR,NYS,USA
128493,Pebblebrook Hotel Trust,Pebblebrook Hotel Trust,Active,USA,North America,1474098.0,5.3.1,PEB,NYS,USA
107305,Cape Lambert Resources Ltd.,Cape Lambert Resources Ltd.,Active,AUS,Asia Pacific,,8.2.4,CMUL F,NBB,AUS
113579,CES Energy Solutions Corp,CES Energy Solutions Corp,Active,CAN,North America,,9.1.3,CEU,TSX,CAN
128503,Concord Medical Services Holdings Ltd,Concord Medical Services Hol,Active,CYM,Latin America,1472072.0,4.2.2,CCM,NYS,CHN
131231,Maire Tecnimont SpA,Maire Tecnimont SpA,Active,ITA,Europe,1513147.0,7.5.4,0QEP,LON,ITA
128542,Kraton Corp,Kraton Corp,Active,USA,North America,1321646.0,8.4.2,KRA,NYS,USA
128531,Team Health Holdings Inc,Team Health Holdings Inc,Active,USA,North America,1082754.0,7.5.2,TMH,NYS,USA
107143,TPG Telecom Ltd.,TPG Telecom Ltd.,Active,AUS,Asia Pacific,1641424.0,6.1.2,TPPT Y,NBB,AUS
128530,Cobalt International Energy Inc,Cobalt International Energy,Active,USA,North America,1471261.0,9.1.1,CIE,NYS,USA
128692,DAQO New Energy Corp,DAQO New Energy Corp,Active,CYM,Latin America,1477641.0,6.2.4,DQ,NYS,CHN
122316,Lumber Liquidators Holdings Inc,Lumber Liquidators Holdings,Active,USA,North America,1396033.0,2.1.8,LL,NYS,USA
128641,Terreno Realty Corp,Terreno Realty Corp,Active,USA,North America,1476150.0,5.3.1,TRNO,NYS,USA
128492,Trony Solar Holdings Co Ltd,Trony Solar Holdings Co Ltd,Active,CYM,Latin America,1474844.0,6.2.4,,NL,CHN
128502,"Cambium Learning Group, Inc.","Cambium Learning Group, Inc.",Active,USA,North America,1466815.0,2.3.3,ABCD,NAS,USA
129109,Generac Holdings Inc,Generac Holdings Inc,Active,USA,North America,1474735.0,7.3.1,GNRC,NYS,USA
129300,VEON Ltd,VEON Ltd,Active,BMU,Latin America,1468091.0,6.1.2,VEON,NMS,NLD
123037,L&L Energy Inc,L&L Energy Inc,Active,USA,North America,1137083.0,8.2.4,LLEN,NBB,USA
133286,Nortek Inc,Nortek Inc,Active,USA,North America,1216596.0,2.1.7,NTK,NMS,USA
16195,Beach Energy Ltd.,Beach Energy Ltd.,Active,AUS,Asia Pacific,,9.1.1,BPT,AUS,AUS
68373,Great Panther Mining Ltd,Great Panther Mining Ltd,Active,CAN,North America,1300050.0,8.2.1,GPL,ASE,CAN
104493,Bonterra Energy Corp,Bonterra Energy Corp,Active,CAN,North America,1465815.0,9.1.1,BNE,TSX,CAN
98399,Genting Hong Kong Ltd.,Genting Hong Kong Ltd.,Active,BMU,Latin America,,7.4.2,GTHK F,NBB,HKG
131350,Algeta ASA,Algeta ASA,Active,NOR,Europe,1567533.0,4.1.1,,NL,NOR
125254,BioExx Specialty Proteins Ltd,BioExx Specialty Proteins Lt,Active,CAN,North America,,1.2.1,BIXZ F,NBB,CAN
63055,RSA Insurance Group Plc,RSA Insurance Group Plc,Active,GBR,Europe,1126313.0,5.2.1,RSNA Y,NBB,GBR
82483,CWT Ltd,CWT Ltd,Active,SGP,Asia Pacific,,7.4.4,,NL,SGP
113784,AutoCanada Inc,AutoCanada Inc,Active,CAN,North America,,2.1.4,ACQ,TSX,CAN
129209,AVEO Pharmaceuticals Inc,AVEO Pharmaceuticals Inc,Active,USA,North America,1325879.0,4.1.2,AVEO,NAS,USA
129814,Immunodiagnostic Systems Holdings Plc,Immunodiagnostic Systems Hol,Active,GBR,Europe,,4.2.2,IDH,LON,GBR
113237,Wasion Holdings Ltd,Wasion Holdings Ltd,Active,CYM,Latin America,,6.2.3,WSIO F,NBB,HKG
129105,"QuinStreet, Inc.","QuinStreet, Inc.",Active,USA,North America,1117297.0,7.5.2,QNST,NMS,USA
71826,Far Eastern New Century Corp,Far Eastern New Century Corp,Active,TWN,Asia Pacific,,8.3.2,FREW F,NBB,TWN
118725,SBS Contents Hub Co Ltd,SBS Contents Hub Co Ltd,Active,KOR,Asia Pacific,,6.3.2,,,KOR
19522,Hallador Energy Co,Hallador Energy Co,Active,USA,North America,788965.0,8.2.4,HNRG,NAS,USA
67539,Tervita Corp (New),Tervita Corp (New),Active,CAN,North America,,9.1.3,TEV,TSX,CAN
124076,"Velti PLC, St. Helier","Velti PLC, St. Helier",Active,GBR,Europe,1490412.0,6.3.2,VELT F,NBB,IRL
50610,Okasan Securities Group Inc,Okasan Securities Group Inc,Active,JPN,Asia Pacific,,5.5.1,OKSC F,NBB,JPN
129086,Unilife Corp,Unilife Corp,Active,USA,North America,1476170.0,4.3.1,UNIS Q,NBB,USA
93268,"North Mining Shares Co., Ltd.","North Mining Shares Co., Ltd",Active,BMU,Latin America,,5.3.2,,NL,HKG
98586,"Zhuguang Holdings Group Co., Ltd.","Zhuguang Holdings Group Co.,",Active,BMU,Latin America,,5.3.2,,NL,HKG
92700,G Resources Group Ltd,G Resources Group Ltd,Active,BMU,Latin America,,8.2.1,GGPX F,NBB,HKG
111748,Trilogy Energy Corp,Triology Energy Corp,Active,CAN,North America,,9.1.2,TET,TSX,CAN
129075,Ironwood Pharmaceuticals Inc,Ironwood Pharmaceuticals Inc,Active,USA,North America,1446847.0,4.1.1,IRWD,NMS,USA
87850,"PRGX Global, Inc.","PRGX Global, Inc.",Active,USA,North America,1007330.0,7.5.2,PRGX,NMS,USA
80525,Yuexiu Property Co Ltd,Yuexiu Property Co Ltd,Active,HKG,Asia Pacific,,5.3.2,YUEX F,NBB,HKG
128667,Atlas Arteria Ltd,Atlas Arteria Ltd,Active,AUS,Asia Pacific,,7.5.4,MAQA F,NBB,AUS
112561,Live Nation Entertainment Inc,Live Nation Entertainment In,Active,USA,North America,1335258.0,2.3.2,LYV,NYS,USA
129091,"JinkoSolar Holding Co., Ltd.","JinkoSolar Holding Co., Ltd.",Active,CYM,Latin America,1481513.0,6.2.4,JKS,NYS,CHN
129245,MaxLinear Inc,MaxLinear Inc,Active,USA,North America,1288469.0,6.2.4,MXL,NYS,USA
117568,"Aviat Networks, Inc.","Aviat Networks, Inc.",Active,USA,North America,1377789.0,6.1.1,AVNW,NMS,USA
128877,First Interstate BancSystem Inc,First Interstate BancSystem,Active,USA,North America,860413.0,5.1.1,FIBK,NMS,USA
129837,Polarcus Ltd,Polarcus Ltd,Active,CYM,Latin America,,7.5.4,,NL,ARE
111829,Accuride Corp,Accuride Corp,Active,USA,North America,817979.0,1.8.2,ACW,NYS,USA
71166,Technicolor SA,Technicolor,Active,FRA,Europe,1080259.0,2.3.2,TCLR Y,NBB,FRA
129765,Trinity Ltd,Trinity Ltd,Active,BMU,Latin America,1559099.0,2.1.5,0891,HSE,HKG
129173,Cielo S A,Cielo S A,Active,BRA,Latin America,1483379.0,5.5.1,CIOX Y,NBB,BRA
129361,China Longyuan Power Group Corp Ltd.,China Longyuan Power Group C,Active,CHN,Asia Pacific,,3.1.1,CLPX F,NBB,CHN
137643,Everyday Health Inc,Everyday Health Inc,Active,USA,North America,1358483.0,6.3.2,EVDY,NYS,USA
129095,Renta 4 Banco,Renta 4 Banco,Active,ESP,Europe,,5.5.2,,NL,ESP
83692,Berjaya Assets Bhd,Berjaya Assets Bhd,Active,MYS,Asia Pacific,,2.2.4,,,MYS
117719,Aspire Mining Ltd.,Aspire Mining Ltd.,Active,AUS,Asia Pacific,,8.2.2,ASPX F,NBB,AUS
129125,Paltac Corp,Paltac Corp,Active,JPN,Asia Pacific,,1.6.3,PCCO F,NBB,JPN
48482,Kewpie Corp,Kewpie Corp,Active,JPN,Asia Pacific,,1.2.1,KWPC Y,NBB,JPN
129587,Form Holdings Corp,Form Holdings Corp,Active,USA,North America,1410428.0,6.3.2,FH,NAS,USA
